,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
461,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,2,2,1,22.48,1995.0,190.0,5,6787000,2126000
462,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,1,1,2,14.28,1798.0,138.03,5,2048000,1150000
463,Honda City i-VTEC CVT VX,Pune,2018,4500,1,2,1,18.0,1497.0,117.3,5,1517000,1250000
464,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,2,2,1,19.6,1461.0,108.45,5,1505000,1246000
465,Maruti Swift VDI,Jaipur,2015,63310,2,1,1,28.4,1248.0,74.0,5,813000,509999
466,Honda Jazz V,Hyderabad,2015,37000,1,1,1,18.2,1199.0,88.7,5,878999,630000
467,Nissan Terrano XL D Option,Hyderabad,2013,65280,2,1,1,19.87,1461.0,83.14,5,1472000,580000
468,Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,2,1,1,16.3,1956.0,170.0,5,2554000,2000000
469,Honda City i-DTEC ZX,Pune,2017,42000,2,1,1,25.6,1498.0,98.6,5,1684000,1200000
470,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,2,1,1,24.0,1186.0,73.97,5,827999,595000
471,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,2,1,1,13.68,2393.0,147.8,7,2394000,2220000
472,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,2,2,1,17.9,2143.0,136.0,5,4307000,3077000
473,Mahindra KUV 100 G80 K8,Jaipur,2018,15900,1,1,1,18.15,1198.0,82.0,6,788000,625000
474,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,2,2,1,18.53,1968.0,187.74,5,6937000,3984000
475,Maruti Baleno Zeta CVT,Kolkata,2016,20000,1,2,1,21.4,1197.0,83.1,5,903999,574000
476,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,2,2,1,21.76,1995.0,190.0,5,5507000,3500000
477,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,2,2,1,28.4,1248.0,73.75,5,1097000,890000
478,Jeep Compass 2.0 Longitude,Kochi,2018,42203,2,1,1,17.1,1956.0,170.0,5,2172000,1946000
479,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,2,1,1,21.5,1497.0,108.5,5,1147000,922000
480,Renault KWID RXT Optional,Pune,2018,5000,1,1,1,25.17,799.0,53.3,5,490000,350000
481,Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,2,1,1,14.24,2755.0,174.5,7,3669000,1064000
482,Honda Jazz V CVT,Mumbai,2017,17978,1,2,1,19.0,1199.0,88.7,5,1010000,695000
483,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,2,1,1,25.1,1248.0,88.5,5,1253000,699000
484,Tata Hexa XT,Pune,2017,39800,2,1,1,17.6,2179.0,153.86,7,2087000,1425000
485,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,1,1,1,15.1,1196.0,73.0,7,498000,430000
486,Maruti Ignis 1.2 Delta,Kochi,2019,12076,1,1,1,20.89,1197.0,81.8,5,590000,550000
487,Volkswagen Polo GT TSI,Coimbatore,2017,50534,1,2,1,17.21,1197.0,103.5,5,1166000,827000
488,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,2,2,1,22.48,1995.0,190.0,5,6371000,1650000
489,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,2,2,1,17.9,2143.0,170.0,5,6456999,5097000
490,BMW 3 Series Luxury Line,Mumbai,2016,31000,2,2,1,21.76,1995.0,190.0,5,6088000,2995000
491,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,1,2,1,14.8,1497.0,121.36,5,1323000,999000
492,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,2,1,1,24.3,1248.0,88.5,5,1106000,925000
493,Nissan Terrano XV D Pre,Mumbai,2013,60000,2,1,2,19.64,1461.0,108.5,5,1721000,545000
494,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,1,2,1,23.1,998.0,67.04,5,656000,525000
495,BMW 3 Series 320d,Hyderabad,2010,80000,2,2,1,22.69,1995.0,190.0,5,4720000,1420000
496,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,1,1,1,18.9,1197.0,81.86,5,682000,487000
497,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,2,1,1,24.3,1248.0,88.5,5,1256000,1139000
498,Maruti Vitara Brezza ZDi,Delhi,2016,35299,2,1,1,24.3,1248.0,88.5,5,1014000,800000
499,Maruti Alto K10 VXI,Mumbai,2017,12000,1,1,1,24.07,998.0,67.1,5,482000,325000
500,Maruti Ciaz Zeta,Kochi,2018,10575,1,1,1,21.56,1462.0,103.25,5,1111000,918000
501,Maruti Wagon R VXI 1.2,Kochi,2015,49818,1,1,1,21.5,1197.0,81.8,5,544000,411000
502,Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,2,2,1,11.36,2755.0,171.5,7,2655000,1997000
503,Maruti Swift VDI,Pune,2014,115000,2,1,1,28.4,1248.0,74.0,5,826000,450000
504,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,2,1,1,20.65,1248.0,88.7,5,1006000,585000
505,Maruti Alto K10 VXI,Chennai,2011,28300,1,1,1,24.07,998.0,67.1,5,450000,215000
506,Audi A6 35 TFSI Matrix,Delhi,2018,22000,1,2,1,15.26,1798.0,187.74,5,5697000,4150000
507,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,2,1,1,24.3,1248.0,88.5,5,1256000,1100000
508,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,1,1,1,17.0,1591.0,121.3,5,1119000,869999
509,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,2,1,1,25.47,1248.0,88.5,7,1333000,990000
510,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,1,1,1,17.0,1591.0,121.3,5,1167000,577000
511,BMW 3 Series 320d,Kochi,2012,55598,2,2,1,22.69,1995.0,190.0,5,4787000,1150000
512,Maruti Dzire VDI,Jaipur,2013,77084,2,1,1,28.4,1248.0,73.75,5,875000,495000
513,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,2,2,1,11.36,2755.0,171.5,8,2110000,1645000
514,Maruti Baleno Alpha Diesel,Mumbai,2018,2000,2,1,1,27.39,1248.0,74.0,5,1027999,869999
515,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,1,2,1,14.67,1798.0,177.46,5,3336000,2075000
516,Maruti Ciaz Alpha,Mumbai,2017,19416,1,1,1,21.56,1462.0,103.25,5,1156000,825000
517,Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,2,2,2,11.36,2755.0,171.5,7,2707000,1900000
518,Jeep Compass 2.0 Longitude,Kochi,2018,26101,2,1,1,17.1,1956.0,170.0,5,2138000,1755000
519,Maruti Alto K10 LXI Optional,Pune,2016,7000,1,1,1,24.07,998.0,67.1,5,436000,300000
520,Honda Jazz Exclusive CVT,Mumbai,2018,3000,1,2,1,19.0,1199.0,88.7,5,1081000,825000
521,Nissan Sunny XE P,Coimbatore,2012,50297,1,1,1,16.95,1498.0,97.6,5,855000,469000
522,Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,1,1,2,14.28,1798.0,138.03,5,2266000,495000
523,Maruti Alto K10 VXI,Jaipur,2016,51264,1,1,1,24.07,998.0,67.1,5,424000,320000
524,Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,1,2,1,15.04,1991.0,183.0,5,4102000,2450000
525,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,2,2,1,17.6,1582.0,126.2,5,1700000,1125000
526,BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,2,2,1,22.48,1995.0,190.0,5,6371000,2245000
527,Maruti Baleno RS Petrol,Coimbatore,2018,26731,1,1,1,21.1,998.0,100.0,5,1089000,861000
528,Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,1,2,1,19.16,2487.0,175.67,5,4061999,2611000
529,Hyundai Grand i10 1.2 Kappa Asta,Delhi,2018,10000,1,1,1,18.9,1197.0,81.86,5,754000,650000
530,Skoda Superb Style 1.8 TSI AT,Coimbatore,2016,54253,1,2,1,14.67,1798.0,177.46,5,3019000,1680999
531,Maruti Wagon R VXI,Pune,2014,38958,1,1,1,22.5,998.0,67.04,5,556000,341000
532,Datsun redi-GO S,Chennai,2016,26239,1,1,1,22.7,799.0,53.0,5,443000,275000
533,Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,2,1,1,14.24,2755.0,174.5,7,3717000,3582000
534,Honda BR-V i-VTEC S MT,Bangalore,2016,34004,1,1,1,15.4,1497.0,117.3,7,1290000,802000
535,Maruti Dzire VDI,Kochi,2017,54758,2,1,1,28.4,1248.0,73.75,5,858000,667000
536,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,2,2,1,11.36,2755.0,171.5,7,2805000,2050000
537,Hyundai Creta 1.6 SX Option,Kochi,2017,47183,1,1,2,15.8,1591.0,121.3,5,1586000,1131000
538,Datsun redi-GO T Option,Kochi,2018,6279,1,1,1,22.7,799.0,53.64,5,405000,360000
539,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,101065,2,1,1,20.5,1582.0,126.2,5,1918000,1145000
540,Maruti Baleno Delta,Kochi,2017,15134,1,1,1,21.4,1197.0,83.1,5,736000,637000
541,Maruti Ertiga VDI,Chennai,2016,86000,2,1,2,25.47,1248.0,88.5,7,1099000,819999
542,Honda City i-DTEC SV,Kolkata,2015,39000,2,1,1,25.6,1498.0,98.6,5,1223000,549000
543,Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,1,1,1,16.09,1598.0,103.5,5,1163000,770000
544,Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,1,1,1,17.0,1591.0,121.3,5,1227000,775000
545,Maruti Alto K10 LXI,Kochi,2014,51349,1,1,1,24.07,998.0,67.1,5,391000,293000
546,Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,2,2,1,18.51,1968.0,147.51,5,4480000,3272999
547,Audi A4 35 TDI Premium Plus,Kochi,2015,13506,2,2,1,18.25,1968.0,187.74,5,5040000,2166000
548,Renault KWID RXT Optional,Mumbai,2016,16000,1,1,1,25.17,799.0,53.3,5,478000,299000
549,Honda Amaze S Petrol,Kolkata,2013,32576,1,1,1,19.5,1199.0,88.76,5,736000,315000
550,Datsun redi-GO T Option,Coimbatore,2017,27509,1,1,1,22.7,799.0,53.64,5,404000,331000
551,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,1,2,1,14.67,1798.0,177.46,5,3336000,1785000
552,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,2,2,1,11.36,2755.0,171.5,7,2655000,1960000
553,Maruti Wagon R VXI AMT,Mumbai,2018,1997,1,2,1,22.5,998.0,67.0,5,614000,445000
554,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,2,1,1,24.3,1248.0,88.5,5,1196000,885000
555,Maruti Ertiga VDI,Coimbatore,2014,53817,2,1,1,25.47,1248.0,88.5,7,1144000,756000
556,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,2,2,1,11.36,2755.0,171.5,7,2463000,1800000
557,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,2,2,1,20.68,1995.0,190.0,5,5026000,2900000
558,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,1,1,1,18.9,1197.0,81.86,5,745000,587000
559,Maruti Swift ZXI Plus,Ahmedabad,2018,2000,1,1,1,22.0,1197.0,81.8,5,816000,775000
560,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,2,1,1,13.68,2393.0,147.8,8,2401000,2142000
561,Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,2,1,1,21.13,1498.0,108.4,5,1372000,409999
562,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,2,1,1,13.68,2393.0,147.8,7,2314000,1650000
563,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,1,1,1,23.84,1199.0,84.0,5,629000,500000
564,Honda Amaze V Petrol,Jaipur,2018,6000,1,1,1,19.5,1199.0,86.76,5,818000,670000
565,Maruti Wagon R LXI,Mumbai,2010,12000,1,1,1,22.5,998.0,67.04,5,504000,245000
566,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,1,1,1,18.9,1197.0,81.86,5,640000,480000
567,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,1,1,1,18.9,1197.0,81.86,5,748000,566000
568,Ford Mustang V8,Kochi,2018,21290,1,2,1,13.0,4951.0,395.0,4,8392000,5680000
569,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,2,2,1,11.36,2755.0,171.5,7,2073999,1939999
570,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,1,1,1,18.9,1197.0,81.86,5,782000,599000
571,Honda Amaze S Diesel,Kolkata,2013,46500,2,1,1,27.4,1498.0,98.6,5,853999,330000
572,Maruti Wagon R VXI,Jaipur,2017,39867,1,1,1,22.5,998.0,67.04,5,544000,450000
573,Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,2,2,1,18.19,1968.0,174.5,5,3694000,1550000
574,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,2,1,1,20.64,1498.0,108.5,5,1116000,340000
575,Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,1,1,1,17.0,1591.0,121.3,5,1360000,797000
576,Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,2,2,1,28.4,1248.0,73.75,5,1070000,855000
577,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,1,1,1,15.1,1196.0,73.0,7,487000,375000
578,Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,2,1,1,13.5,2477.0,175.56,7,3460000,1642000
579,Mercedes-Benz GLE 350d,Chennai,2016,29000,2,2,1,11.57,2987.0,254.79,5,9279000,6500000
580,Maruti Wagon R VXI AMT,Kolkata,2017,17000,1,2,1,22.5,998.0,67.0,5,580000,395000
581,BMW 3 Series 320d,Mumbai,2011,51000,2,2,1,22.69,1995.0,190.0,5,4787000,1050000
582,BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,2,2,1,22.48,1995.0,190.0,5,6371000,1727000
583,BMW 3 Series Luxury Line,Pune,2016,70000,2,2,2,21.76,1995.0,190.0,5,6211000,2700000
584,Honda Jazz V,Kochi,2017,36973,1,1,1,18.2,1199.0,88.7,5,871000,680000
585,Maruti Wagon R VXI,Mumbai,2014,43628,1,1,1,22.5,998.0,67.04,5,561000,316000
586,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,2,2,1,24.3,1248.0,88.5,5,1288000,1150000
587,Maruti Alto K10 LXI,Delhi,2016,35027,1,1,1,24.07,998.0,67.1,5,391000,300000
588,Maruti Vitara Brezza ZDi,Bangalore,2017,45000,2,1,1,24.3,1248.0,88.5,5,1100000,975000
589,BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,2,2,1,20.68,1995.0,190.0,5,4818000,3664000
590,Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,2,1,1,24.0,1186.0,73.97,5,868000,543000
591,Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,1,1,1,21.7,999.0,67.0,5,478000,300000
592,Honda WRV i-VTEC VX,Hyderabad,2017,15000,1,1,1,17.5,1199.0,88.7,5,1083000,890000
593,Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,1,1,1,16.09,1598.0,103.5,5,1105000,359000
594,Maruti Ertiga VDI,Pune,2016,54161,2,1,1,25.47,1248.0,88.5,7,1127000,764000
595,Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,1,1,2,16.09,1598.0,103.5,5,1148000,764000
596,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,2,1,1,14.24,2755.0,174.5,7,3717000,2885000
597,Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,2,1,1,23.59,1364.0,67.06,5,999000,575000
598,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,2,2,1,11.36,2755.0,171.5,7,2695000,1950000
599,Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,1,1,1,20.14,1197.0,81.86,5,671000,500000
600,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,1,1,1,17.0,1591.0,121.3,5,1360000,1188000
601,Nissan Micra Active XV,Pune,2018,24000,1,1,1,19.69,1198.0,67.04,5,699000,400000
602,Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,2,1,1,20.64,1498.0,108.5,5,1432000,290000
603,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,1,1,1,23.84,1199.0,84.0,5,621000,585000
604,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,2,2,1,15.68,1999.0,177.0,5,7448999,4200000
605,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,1,1,1,18.6,1197.0,81.86,5,802999,628000
606,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,2,1,1,20.5,1582.0,126.2,5,1918000,1080000
607,Volvo V40 D3 R Design,Hyderabad,2015,38000,2,2,2,16.8,1969.0,150.0,5,3790000,2400000
608,BMW 3 Series Luxury Line,Kochi,2018,21936,2,2,1,21.76,1995.0,190.0,5,5867000,3792000
609,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,1,2,2,14.67,1798.0,177.46,5,3254000,725000
610,Mahindra Thar CRDe,Coimbatore,2017,28599,2,1,1,16.55,2498.0,105.0,6,1171000,966000
611,Datsun redi-GO T,Kolkata,2016,15000,1,1,1,22.7,799.0,53.64,5,398000,225000
612,Maruti Alto K10 VXI,Kochi,2015,23876,1,1,1,24.07,998.0,67.1,5,409000,346000
613,BMW 3 Series 320d,Hyderabad,2011,89000,2,2,1,22.69,1995.0,190.0,5,4720000,1395000
614,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,1,1,1,21.5,1197.0,81.8,5,556000,280000
615,Audi A4 35 TDI Technology,Hyderabad,2017,14000,2,2,1,18.25,1968.0,187.74,5,5561000,4300000
616,Maruti Baleno Alpha,Chennai,2016,16000,1,1,1,21.4,1197.0,83.1,5,880000,695000
617,Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,1,1,1,17.0,1198.0,108.5,5,1113000,961999
618,Maruti Wagon R LXI,Kochi,2014,52431,1,1,1,22.5,998.0,67.04,5,459000,301000
619,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,2,1,1,24.3,1248.0,88.5,5,1158000,1019000
620,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,2,1,1,27.39,1248.0,74.0,5,1063000,840000
621,Maruti Baleno Alpha CVT,Mumbai,2018,3000,1,2,1,21.4,1197.0,83.1,5,1030000,885000
622,Honda City i-VTEC VX,Ahmedabad,2017,29000,1,1,1,17.4,1497.0,117.3,5,1268000,1000000
623,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,2,2,1,17.9,2143.0,170.0,5,5977000,4695000
624,Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,1,1,1,15.8,1591.0,121.3,5,1770000,1325000
625,Hyundai Creta 1.6 SX,Delhi,2016,69000,1,1,1,15.8,1591.0,121.3,5,1423000,969999
626,Maruti Dzire AMT VDI,Coimbatore,2018,25082,2,2,1,28.4,1248.0,73.75,5,961999,836999
627,Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,2,2,1,18.25,1968.0,187.74,5,5314000,2437000
628,Ford Aspire Titanium Diesel,Kolkata,2017,60048,2,1,1,26.1,1498.0,99.0,5,891000,600000
629,Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,1,2,1,22.0,1197.0,81.8,5,1026000,830000
630,Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,1,2,1,23.84,1199.0,83.83,5,694000,500000
631,Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,2,1,1,22.0,1582.0,126.2,5,1559000,290000
632,Honda Amaze V CVT Petrol,Kochi,2019,25717,1,2,1,19.0,1199.0,88.76,5,947000,886000
633,Honda Jazz VX,Chennai,2017,8000,1,1,1,18.2,1199.0,88.7,5,910000,790000
634,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,2,1,1,20.5,1582.0,126.2,5,1918000,1627000
635,BMW 5 Series 530d M Sport,Hyderabad,2016,27000,2,2,1,18.59,2993.0,265.0,5,7831000,4800000
636,Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,2,2,1,20.38,1968.0,143.0,5,4289000,1889999
637,Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,2,1,1,20.14,1498.0,88.0,5,956000,491000
638,BMW X3 xDrive 20d xLine,Kochi,2017,36723,2,2,1,18.56,1995.0,190.0,5,6476000,3257000
639,Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,2,2,1,14.75,2967.0,245.0,7,9992000,6800000
640,Honda Jazz VX Diesel,Hyderabad,2017,17151,2,1,1,27.3,1498.0,98.6,5,1105000,840000
641,Maruti Vitara Brezza LDi,Kochi,2018,32539,2,1,1,24.3,1248.0,88.5,5,863000,839000
642,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,2,2,1,12.81,1999.0,148.31,7,6922000,5614000
643,Jeep Compass 2.0 Sport,Kolkata,2017,27000,2,1,1,17.1,1956.0,170.0,5,1845000,1500000
644,Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,2,1,1,24.3,1248.0,88.5,5,989000,905000
645,Maruti Celerio LXI MT,Kolkata,2018,30000,1,1,1,23.1,998.0,67.04,5,487000,375000
646,Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,2,1,1,24.3,1248.0,88.5,5,1100000,988000
647,Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,1,1,1,18.6,1197.0,81.86,5,977999,877999
648,Maruti Dzire VDI,Hyderabad,2013,68434,2,1,1,28.4,1248.0,73.75,5,914000,550000
649,Maruti Alto K10 VXI,Pune,2014,17000,1,1,1,24.07,998.0,67.1,5,448000,210000
650,Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,2,1,1,22.0,1582.0,126.2,5,1557000,550000
651,Maruti Wagon R VXI,Kochi,2019,31817,1,1,1,22.5,998.0,67.04,5,512000,534000
652,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,2,2,1,17.9,2143.0,201.15,5,7943000,4900000
653,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,2,1,1,22.95,1248.0,74.0,5,794000,375000
654,Mercedes-Benz GLE 350d,Bangalore,2016,28541,2,2,1,11.57,2987.0,254.79,5,9513000,6075000
655,Nissan Micra XV CVT,Kolkata,2011,44000,1,2,1,19.15,1198.0,75.94,5,873000,265000
656,Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,1,1,1,17.57,1193.0,88.7,5,869000,527000
657,Honda Jazz VX Diesel,Chennai,2016,14980,2,1,1,27.3,1498.0,98.6,5,1081000,740000
658,Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,2,2,1,17.9,2143.0,136.0,5,4240000,2700000
659,Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,1,1,1,14.28,1798.0,138.03,5,2337000,1077000
660,BMW 5 Series 530d M Sport,Chennai,2010,58000,2,2,1,18.59,2993.0,265.0,5,7978000,1175000
661,Tata Zest Revotron 1.2T XM,Kochi,2015,39208,1,1,1,17.57,1193.0,88.7,5,763000,451999
662,Honda City i-VTEC VX,Coimbatore,2013,38622,1,1,1,17.4,1497.0,117.3,5,1268000,626000
663,Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,2,2,1,22.0,1582.0,126.2,5,1660000,525000
664,Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,1,2,2,22.5,999.0,67.0,5,572000,499000
665,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,1,2,1,22.5,999.0,67.0,5,493000,441000
666,Mahindra Bolero ZLX,Coimbatore,2017,68557,2,1,1,15.96,2523.0,62.1,7,1128000,814000
667,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,2,1,1,20.64,1498.0,108.5,5,1420000,844999
668,BMW 3 Series 320d,Bangalore,2012,73000,2,2,1,22.69,1995.0,190.0,5,4879000,1250000
669,Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,2,1,1,23.0,1498.0,98.96,5,1042000,769000
670,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,1,1,1,15.8,1591.0,121.3,5,1605999,1213000
671,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,1,1,1,17.0,1497.0,121.36,5,1127000,875000
672,Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,1,1,1,19.0,1194.0,94.68,5,844000,723000
673,Hyundai Elantra 1.6 SX,Pune,2013,170000,2,1,1,22.54,1582.0,126.2,5,2087000,750000
674,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,2,1,1,24.3,1248.0,88.5,5,1196000,890000
675,Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,2,1,1,23.59,1364.0,67.06,5,955000,490000
676,Maruti Alto K10 VXI,Kochi,2015,37929,1,1,1,24.07,998.0,67.1,5,409000,369000
677,Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,1,1,1,23.84,1199.0,84.0,5,545000,398000
678,Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,1,1,1,17.0,1198.0,73.75,5,838000,669000
679,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,1,2,1,16.0,1497.0,117.3,7,1502000,950000
680,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,1,2,1,23.1,998.0,67.04,5,595000,563000
681,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,1,1,1,15.8,1591.0,121.3,5,1536000,1178000
682,Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,1,1,1,17.57,1193.0,88.7,5,659000,480000
683,Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,1,1,1,16.09,1598.0,103.5,5,1094000,349000
684,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,2,1,1,20.14,1498.0,88.0,5,1015000,630000
685,Maruti Baleno RS Petrol,Kochi,2018,43639,1,1,1,21.1,998.0,100.0,5,983000,815000
686,BMW 3 Series Luxury Line,Bangalore,2017,21000,2,2,1,21.76,1995.0,190.0,5,6207000,3500000
687,Maruti Dzire VXI,Pune,2013,74000,1,1,1,22.0,1197.0,81.8,5,767000,450000
688,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,2,1,1,20.14,1498.0,88.0,5,997000,690000
689,Audi A6 35 TDI Matrix,Chennai,2015,20000,2,2,1,18.53,1968.0,187.74,5,6767000,3550000
690,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,2,1,1,24.0,1186.0,73.97,5,818000,628000
691,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,2,1,1,22.95,1248.0,74.0,5,743000,370000
692,Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,1,1,1,15.1,1196.0,73.0,7,471000,290000
693,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,2,1,1,24.0,1186.0,73.97,5,818000,425000
694,BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,2,2,1,22.69,1995.0,190.0,5,5368000,2950000
